id_transaccion,fecha_venta,fecha_envio,id_cliente,nombre_cliente,apellido_cliente,email_cliente,pais_cliente,genero_cliente,estado_civil_cliente,id_producto,codigo_producto,nombre_producto,categoria_producto,subcategoria_producto,costo_fabricacion,cantidad,precio_unitario,monto_total,metodo_pago
TRX-107603,20260209,20260216,CLI-0377,Rosa,Diaz Martinez,rosadiaz@yahoo.com,Colombia,F,S,PRD-054,SKU-DEP-054,Producto Ropa 54,Deporte,Ropa,169.58,11,313.46,3448.06,Tarjeta
TRX-101040,19/09/2025,20250922,CLI-0143,Maria Carlos,Garcia Cruz,mariagarcia88@yahoo.com,,M,Soltero,PRD-036,SKU-DEP-036,Producto Accesorios 36,Deporte,Accesorios,92.56,13,215.09,2796.17,Efectivo
TRX-108062,20251001,20251009,CLI-0548,Daniel,Romero Diaz,danielromero@empresa.com,USA,Male,S,PRD-066,SKU-DEP-066,Producto Calzado 66,Deporte,Calzado,163.68,11,343.37,3777.07,Tarjeta
TRX-103611,20250202,20250206,CLI-0340,Juan Jorge,Lopez Perez,juanlopez83@hotmail.com,Mexico,F,Soltero,PRD-055,SKU-DEP-055,Producto Ropa 55,Deporte,Ropa,46.55,1,115.07,115.07,Transferencia
TRX-102552,20251124,20251203,CLI-0413,Diego Miguel,Sanchez Ramirez,dsanchez@outlook.com,Estados Unidos,M,S,PRD-072,SKU-DEP-072,Producto Calzado 72,Deporte,Calzado,107.98,11,148.4,1632.4,Transferencia
TRX-105318,20250405,20250410,CLI-0465,Luis Diego,Gonzalez Flores,luisgonzalez@gmail.com,Colombia,Male,S,PRD-037,SKU-ELE-037,Producto Laptops 37,Electronica,Laptops,77.16,11,136.64,1503.04,Transferencia
TRX-106089,20260807,,CLI-0486,Alejandro,Flores Lopez,alejandroflores@hotmail.com,ES,Male,S,PRD-039,SKU-ELE-039,Producto Smartphones 39,Electronica,Smartphones,136.75,11,333.21,3665.31,Efectivo
TRX-106856,20250508,20250509,CLI-0312,Fernando Diego,Romero Lopez,fernandoromero71@empresa.com,,F,C,PRD-003,SKU-DEP-003,Producto Ropa 3,Deporte,Ropa,71.68,10,140.66,1406.6,Efectivo
TRX-102660,20250919,20250921,CLI-0270,Juan,Perez Romero,juanperez91@empresa.com,Colombia,Male,C,PRD-037,SKU-ELE-037,Producto Laptops 37,Electronica,Laptops,77.16,14,141.9,1986.6,Tarjeta
TRX-109330,20260522,20260526,CLI-0396,Lucia,Gonzalez Flores,luciagonzalez83@yahoo.com,USA,n/a,Soltero,PRD-057,SKU-HOG-057,Producto Iluminacion 57,Hogar,Iluminacion,36.11,6,71.84,431.04,Tarjeta
TRX-104351,20260415,20260418,CLI-0027,Daniel Sofia,Lopez Torres,daniellopez81@outlook.com,Estados Unidos,F,Soltero,PRD-007,SKU-HOG-007,Producto Muebles 7,Hogar,Muebles,82.18,6,190.0,1140.0,Efectivo
TRX-104205,20250323,20250324,CLI-0582,Miguel,Garcia Gomez,mgarcia@outlook.com,Espana,F,C,PRD-050,SKU-HOG-050,Producto Decoracion 50,Hogar,Decoracion,130.41,3,242.33,726.99,Tarjeta
TRX-103055,20260626,20260704,CLI-0080,Fernando,Flores Ramirez,fernandoflores@gmail.com,Mexico,F,S,PRD-057,SKU-HOG-057,Producto Iluminacion 57,Hogar,Iluminacion,36.11,4,62.83,251.32,Paypal
TRX-109785,20250318,20250326,CLI-0386,Jorge Carmen,Ruiz Perez,jorgeruiz@empresa.com,MX,Male,C,PRD-055,SKU-DEP-055,Producto Ropa 55,Deporte,Ropa,46.55,3,96.46,0.0,Efectivo
TRX-105030,25/08/2026,,CLI-0014,Pedro,Diaz Rodriguez,pedro.diaz@empresa.com,Colombia,F,Soltero,PRD-033,SKU-DEP-033,Producto Calzado 33,Deporte,Calzado,5.51,4,11.85,47.4,Transferencia
TRX-100594,20260804,20260807,CLI-0504,Fernando,Torres Vargas,fernandotorres87@hotmail.com,,F,Casado,PRD-063,SKU-ELE-063,Producto Audio 63,Electronica,Audio,145.22,7,270.48,1893.36,Efectivo
TRX-100947,20250327,20250329,CLI-0293,Marta Carmen,Gonzalez Ramirez,martagonzalez74@yahoo.com,Espana,F,Soltero,PRD-047,SKU-HOG-047,Producto Iluminacion 47,Hogar,Iluminacion,190.85,-2,459.47,-918.94,Efectivo
TRX-105813,20260825,20260902,CLI-0068,Elena Javier,Gomez Alvarez,egomez@yahoo.com,US,M,C,PRD-025,SKU-ELE-025,Producto Laptops 25,Electronica,Laptops,34.94,4,53.45,213.8,Transferencia
TRX-108758,20251006,20251015,CLI-0430,Laura,Romero Diaz,lauraromero@outlook.com,Estados Unidos,Male,Soltero,PRD-033,SKU-DEP-033,Producto Calzado 33,Deporte,Calzado,5.51,4,8.62,34.48,Tarjeta
TRX-108452,20260715,20260723,CLI-0392,Jorge Carlos,Diaz Romero,jorgediaz82@yahoo.com,Espana,n/a,S,PRD-026,SKU-ELE-026,Producto Smartphones 26,Electronica,Smartphones,146.75,2,333.74,667.48,Tarjeta
TRX-103728,20251221,20251226,CLI-0157,Elena Lucia,Flores Alvarez,elenaflores@hotmail.com,Espana,Female,S,PRD-012,SKU-HOG-012,Producto Muebles 12,Hogar,Muebles,14.17,4,34.47,137.88,Tarjeta
TRX-102966,20260509,20260517,CLI-0549,Alejandro Miguel,Garcia Perez,alejandrogarcia84@yahoo.com,US,n/a,S,PRD-078,SKU-ELE-078,Producto Smartphones 78,Electronica,Smartphones,198.57,3,359.06,1077.18,Efectivo
TRX-109621,20250313,20250322,CLI-0106,Luis,Diaz Flores,ldiaz@yahoo.com,Colombia,Male,Casado,PRD-009,SKU-DEP-009,Producto Calzado 9,Deporte,Calzado,129.82,3,157.93,473.79,Transferencia
TRX-108131,20251102,20251107,CLI-0171,Diego Maria,Torres Diaz,diegotorres96@hotmail.com,US,M,Casado,PRD-053,SKU-ELE-053,Producto Smartphones 53,Electronica,Smartphones,151.32,7,248.31,1738.17,Tarjeta
TRX-109405,20251105,20251108,CLI-0486,Alejandro,Flores Lopez,alejandroflores@hotmail.com,ES,Male,S,PRD-065,SKU-ELE-065,Producto Laptops 65,Electronica,Laptops,31.64,13,40.56,527.28,Paypal
TRX-100743,20260715,20260720,CLI-0365,Juan,Perez Torres,juanperez74@gmail.com,ES,M,Casado,PRD-014,SKU-ELE-014,Producto Laptops 14,Electronica,Laptops,43.1,13,60.12,781.56,Efectivo
TRX-103664,20250620,20250628,CLI-0182,Fernando Elena,Romero Lopez,fromero@gmail.com,USA,n/a,C,PRD-073,SKU-ELE-073,Producto Smartphones 73,Electronica,Smartphones,194.69,2,376.23,752.46,Tarjeta
TRX-100055,20250316,20250317,CLI-0047,Laura Alejandro,Suarez Gomez,laurasuarez82@gmail.com,Espana,Male,Soltero,PRD-069,SKU-DEP-069,Producto Ropa 69,Deporte,Ropa,119.02,9,175.21,1576.89,Paypal
TRX-109832,20250817,20250825,CLI-0188,Juan,Sanchez Alvarez,jsanchez@outlook.com,CO,Male,C,PRD-065,SKU-ELE-065,Producto Laptops 65,Electronica,Laptops,31.64,11,46.8,514.8,Paypal
TRX-100050,20260605,20260607,CLI-0534,Marta Sofia,Perez Ramirez,mperez@yahoo.com,US,Male,Soltero,PRD-031,SKU-HOG-031,Producto Iluminacion 31,Hogar,Iluminacion,65.47,3,118.41,355.23,Efectivo
TRX-100807,20260815,,CLI-0376,Carlos Rosa,Ramirez Garcia,cramirez@hotmail.com,US,Male,C,PRD-071,SKU-ELE-071,Producto Audio 71,Electronica,Audio,78.61,1,141.73,141.73,Paypal
TRX-105906,20250621,20250628,CLI-0061,Ana Lucia,Flores Sanchez,aflores@gmail.com,ES,F,Casado,PRD-035,SKU-HOG-035,Producto Muebles 35,Hogar,Muebles,158.66,13,313.82,4079.66,Paypal
TRX-106516,20260510,20260515,CLI-0213,Maria,Flores Vargas,mariaflores@outlook.com,,Female,C,PRD-054,SKU-DEP-054,Producto Ropa 54,Deporte,Ropa,169.58,11,285.28,3138.08,Tarjeta
TRX-108720,20250507,20250511,CLI-0529,Miguel,Romero Ramirez,miguelromero@yahoo.com,US,M,Casado,PRD-047,SKU-HOG-047,Producto Iluminacion 47,Hogar,Iluminacion,190.85,12,289.04,3468.48,Paypal
TRX-109539,23/11/2025,20251201,CLI-0163,Carlos Luis,Ruiz Diaz,cruiz@outlook.com,,M,Soltero,PRD-045,SKU-HOG-045,Producto Iluminacion 45,Hogar,Iluminacion,49.43,14,67.76,948.64,Tarjeta
TRX-108372,20260328,20260401,CLI-0131,Maria,Gonzalez Lopez,mariagonzalez98@yahoo.com,MX,F,Casado,PRD-009,SKU-DEP-009,Producto Calzado 9,Deporte,Calzado,129.82,8,239.06,1912.48,Efectivo
TRX-105396,20251118,20251120,CLI-0163,Carlos Luis,Ruiz Diaz,cruiz@outlook.com,,M,Soltero,PRD-017,SKU-ELE-017,Producto Smartphones 17,Electronica,Smartphones,152.07,6,269.99,1619.94,Efectivo
TRX-105868,20251006,20251008,CLI-0237,Alejandro Lucia,Ruiz Vargas,alejandroruiz77@gmail.com,USA,Male,C,PRD-007,SKU-HOG-007,Producto Muebles 7,Hogar,Muebles,82.18,4,169.77,679.08,Efectivo
TRX-109579,15/12/2025,20251225,CLI-0479,Fernando,Flores Vargas,fernandoflores74@hotmail.com,Espana,F,S,PRD-027,SKU-HOG-027,Producto Muebles 27,Hogar,Muebles,29.13,4,39.03,156.12,Transferencia
TRX-107021,20250425,20250505,CLI-0207,Marta Daniel,Suarez Gomez,martasuarez95@gmail.com,Colombia,Female,Casado,PRD-006,SKU-ELE-006,Producto Audio 6,Electronica,Audio,150.59,2,235.11,470.22,Transferencia
TRX-103941,20260317,20260327,CLI-0579,Elena Daniel,Torres Ruiz,elenatorres84@yahoo.com,MX,n/a,Casado,PRD-041,SKU-DEP-041,Producto Accesorios 41,Deporte,Accesorios,15.85,13,31.31,407.03,Transferencia
TRX-104369,20260704,20260705,CLI-0359,Juan,Ruiz Perez,jruiz@empresa.com,MX,n/a,Soltero,PRD-011,SKU-DEP-011,Producto Calzado 11,Deporte,Calzado,87.8,2,185.98,371.96,Transferencia
TRX-100095,20250420,20250427,CLI-0442,Juan,Vargas Martinez,juan.vargas@gmail.com,US,F,C,PRD-063,SKU-ELE-063,Producto Audio 63,Electronica,Audio,145.22,14,361.06,5054.84,Transferencia
TRX-106279,10/03/2025,20250312,CLI-0558,Marta,Sanchez Suarez,martasanchez71@outlook.com,Mexico,M,Soltero,PRD-017,SKU-ELE-017,Producto Smartphones 17,Electronica,Smartphones,152.07,7,265.31,1857.17,Efectivo
TRX-107617,20260224,20260306,CLI-0035,Carlos,Romero Suarez,cromero@empresa.com,Mexico,F,Casado,PRD-077,SKU-HOG-077,Producto Decoracion 77,Hogar,Decoracion,30.1,4,71.94,287.76,Transferencia
TRX-104380,23/07/2026,20260730,CLI-0369,Lucia Rosa,Diaz Ramirez,lucia.diaz@empresa.com,Estados Unidos,Male,Soltero,PRD-078,SKU-ELE-078,Producto Smartphones 78,Electronica,Smartphones,198.57,5,307.29,1536.45,Transferencia
TRX-100372,20251214,20251223,CLI-0029,Diego,Martinez Suarez,diego.martinez@hotmail.com,CO,n/a,C,PRD-079,SKU-DEP-079,Producto Calzado 79,Deporte,Calzado,45.71,13,85.11,1106.43,Tarjeta
TRX-105279,20260809,20260814,CLI-0494,Alejandro,Torres Gonzalez,alejandrotorres88@empresa.com,USA,Male,Soltero,PRD-045,SKU-HOG-045,Producto Iluminacion 45,Hogar,Iluminacion,49.43,14,113.74,1592.36,Tarjeta
TRX-101828,20250626,20250703,CLI-0405,Javier Marta,Sanchez Ruiz,javier.sanchez@hotmail.com,MX,n/a,S,PRD-075,SKU-HOG-075,Producto Iluminacion 75,Hogar,Iluminacion,187.64,7,264.15,1849.05,Transferencia
TRX-105489,20250308,20250312,CLI-0234,Diego,Romero Ramirez,diegoromero92@gmail.com,Espana,Female,Casado,PRD-053,SKU-ELE-053,Producto Smartphones 53,Electronica,Smartphones,151.32,8,262.99,2103.92,Paypal
TRX-105725,20260820,20260826,CLI-0067,Elena,Romero Rodriguez,elenaromero@empresa.com,,M,Casado,PRD-074,SKU-DEP-074,Producto Accesorios 74,Deporte,Accesorios,195.28,3,481.04,1443.12,Tarjeta
TRX-100962,20251006,20251011,CLI-0096,Carmen,Lopez Suarez,carmenlopez@outlook.com,USA,M,S,PRD-069,SKU-DEP-069,Producto Ropa 69,Deporte,Ropa,119.02,12,227.49,2729.88,Transferencia
TRX-109639,20260109,20260113,CLI-0283,Carlos Alejandro,Lopez Martinez,carloslopez86@outlook.com,ES,Male,C,PRD-057,SKU-HOG-057,Producto Iluminacion 57,Hogar,Iluminacion,36.11,10,83.15,0.0,Efectivo
TRX-103094,20251118,20251119,CLI-0552,Carlos Alejandro,Romero Lopez,carlos.romero@outlook.com,Espana,Female,Casado,PRD-019,SKU-HOG-019,Producto Decoracion 19,Hogar,Decoracion,127.71,2,285.16,570.32,Tarjeta
TRX-105299,20260725,20260731,CLI-0102,Daniel Carlos,Suarez Alvarez,dsuarez@empresa.com,MX,n/a,S,PRD-020,SKU-HOG-020,Producto Decoracion 20,Hogar,Decoracion,154.0,14,220.88,3092.32,Transferencia
TRX-108709,20251220,20251221,CLI-0325,Ana Maria,Torres Vargas,atorres@empresa.com,Estados Unidos,n/a,C,PRD-005,SKU-ELE-005,Producto Audio 5,Electronica,Audio,17.13,14,37.8,529.2,Efectivo
TRX-106808,20260208,20260215,CLI-0001,Jorge,Lopez Garcia,jorgelopez79@outlook.com,US,Female,C,PRD-076,SKU-HOG-076,Producto Iluminacion 76,Hogar,Iluminacion,186.77,11,322.87,3551.57,Paypal
TRX-101249,20250611,20250612,CLI-0099,Diego Javier,Rodriguez Suarez,diegorodriguez77@outlook.com,Estados Unidos,Male,S,PRD-016,SKU-ELE-016,Producto Smartphones 16,Electronica,Smartphones,194.82,5,442.25,2211.25,Paypal
TRX-102031,16/08/2026,20260818,CLI-0185,Alejandro,Alvarez Diaz,alejandroalvarez@gmail.com,Colombia,M,S,PRD-003,SKU-DEP-003,Producto Ropa 3,Deporte,Ropa,71.68,9,156.68,1410.12,Paypal
TRX-107358,30/07/2026,20260805,CLI-0178,Juan,Cruz Martinez,juan.cruz@empresa.com,Estados Unidos,Male,C,PRD-041,SKU-DEP-041,Producto Accesorios 41,Deporte,Accesorios,15.85,4,31.89,127.56,Transferencia
TRX-106103,20250217,20250224,CLI-0396,Lucia,Gonzalez Flores,luciagonzalez83@yahoo.com,USA,n/a,Soltero,PRD-021,SKU-HOG-021,Producto Iluminacion 21,Hogar,Iluminacion,12.73,6,24.59,147.54,Efectivo
TRX-107265,20251011,20251012,CLI-0157,Elena Lucia,Flores Alvarez,elenaflores@hotmail.com,Espana,Female,S,PRD-009,SKU-DEP-009,Producto Calzado 9,Deporte,Calzado,129.82,14,229.13,3207.82,Paypal
TRX-106175,20260101,20260110,CLI-0203,Juan Jorge,Sanchez Ruiz,juansanchez@empresa.com,Colombia,Female,S,PRD-067,SKU-ELE-067,Producto Audio 67,Electronica,Audio,19.97,14,33.76,472.64,Tarjeta
TRX-104432,05/07/2025,20250712,CLI-0513,Rosa,Cruz Vargas,rosacruz95@gmail.com,USA,Female,C,PRD-049,SKU-DEP-049,Producto Ropa 49,Deporte,Ropa,188.34,3,277.53,832.59,Transferencia
TRX-108715,20250529,20250605,CLI-0196,Lucia,Flores Rodriguez,lucia.flores@hotmail.com,Mexico,Female,Casado,PRD-043,SKU-DEP-043,Producto Accesorios 43,Deporte,Accesorios,80.2,13,184.21,2394.73,Paypal
TRX-102349,20250605,20250607,CLI-0002,Miguel Ana,Martinez Gonzalez,miguelmartinez86@yahoo.com,Espana,M,Casado,PRD-063,SKU-ELE-063,Producto Audio 63,Electronica,Audio,145.22,11,271.04,2981.44,Paypal
TRX-103036,20250121,20250129,CLI-0495,Elena,Diaz Gonzalez,elenadiaz93@yahoo.com,ES,Female,S,PRD-079,SKU-DEP-079,Producto Calzado 79,Deporte,Calzado,45.71,9,88.49,796.41,Tarjeta
TRX-108694,20260524,20260525,CLI-0512,Diego Carmen,Rodriguez Ruiz,diego.rodriguez@gmail.com,,n/a,S,PRD-052,SKU-ELE-052,Producto Laptops 52,Electronica,Laptops,137.39,7,333.79,2336.53,Transferencia
TRX-109394,20251219,20251223,CLI-0395,Elena,Martinez Torres,emartinez@outlook.com,,M,Soltero,PRD-030,SKU-ELE-030,Producto Smartphones 30,Electronica,Smartphones,8.23,4,11.44,45.76,Transferencia
TRX-102621,04/07/2026,20260712,CLI-0440,Maria,Diaz Lopez,mdiaz@outlook.com,Espana,Female,S,PRD-005,SKU-ELE-005,Producto Audio 5,Electronica,Audio,17.13,12,38.22,458.64,Transferencia
TRX-108841,20260406,20260415,CLI-0225,Maria,Romero Ramirez,maria.romero@hotmail.com,Estados Unidos,Male,S,PRD-079,SKU-DEP-079,Producto Calzado 79,Deporte,Calzado,45.71,13,61.62,801.06,Paypal
TRX-104288,20251020,20251030,CLI-0326,Pedro,Gonzalez Torres,pgonzalez@hotmail.com,Colombia,F,S,PRD-054,SKU-DEP-054,Producto Ropa 54,Deporte,Ropa,169.58,12,396.09,4753.08,Tarjeta
TRX-107232,20251115,20251116,CLI-0161,Juan Marta,Perez Lopez,jperez@empresa.com,ES,Male,Soltero,PRD-024,SKU-DEP-024,Producto Ropa 24,Deporte,Ropa,57.74,-2,121.5,-243.0,Efectivo
TRX-105700,24/11/2025,20251203,CLI-0510,Maria Marta,Vargas Gonzalez,mariavargas92@gmail.com,,Female,C,PRD-025,SKU-ELE-025,Producto Laptops 25,Electronica,Laptops,34.94,12,72.45,869.4,Transferencia
TRX-104197,20250112,20250113,CLI-0057,Carmen Laura,Diaz Cruz,carmendiaz@outlook.com,ES,Male,C,PRD-019,SKU-HOG-019,Producto Decoracion 19,Hogar,Decoracion,127.71,9,236.83,2131.47,Efectivo
TRX-103582,20250305,20250306,CLI-0211,Carlos,Diaz Alvarez,carlosdiaz@hotmail.com,Colombia,Female,Soltero,PRD-063,SKU-ELE-063,Producto Audio 63,Electronica,Audio,145.22,3,261.34,784.02,Transferencia
TRX-102121,20260309,20260313,CLI-0161,Juan Marta,Perez Lopez,jperez@empresa.com,ES,Male,Soltero,PRD-034,SKU-DEP-034,Producto Ropa 34,Deporte,Ropa,108.5,1,142.66,142.66,Efectivo
TRX-103295,07/05/2025,20250516,CLI-0349,Lucia,Perez Gonzalez,luciaperez@empresa.com,Espana,n/a,Soltero,PRD-023,SKU-ELE-023,Producto Laptops 23,Electronica,Laptops,136.95,4,231.57,926.28,Efectivo
TRX-106701,20251017,20251023,CLI-0232,Carmen,Gonzalez Suarez,carmengonzalez84@outlook.com,CO,Male,Soltero,PRD-011,SKU-DEP-011,Producto Calzado 11,Deporte,Calzado,87.8,9,173.84,0.0,Paypal
TRX-104401,20260429,20260430,CLI-0357,Maria Laura,Perez Flores,maria.perez@gmail.com,ES,Female,C,PRD-065,SKU-ELE-065,Producto Laptops 65,Electronica,Laptops,31.64,11,58.26,0.0,Tarjeta
TRX-108262,20260221,20260228,CLI-0115,Diego,Diaz Vargas,ddiaz@empresa.com,Espana,Male,Casado,PRD-015,SKU-HOG-015,Producto Decoracion 15,Hogar,Decoracion,119.15,7,198.89,1392.23,Tarjeta
TRX-102403,01/07/2025,20250704,CLI-0270,Juan,Perez Romero,juanperez91@empresa.com,Colombia,Male,C,PRD-051,SKU-HOG-051,Producto Muebles 51,Hogar,Muebles,52.95,3,85.53,256.59,Efectivo
TRX-108739,0,,CLI-0049,Sofia,Cruz Flores,scruz@empresa.com,USA,Male,C,PRD-032,SKU-ELE-032,Producto Smartphones 32,Electronica,Smartphones,47.74,14,68.8,963.2,Tarjeta
TRX-104170,20260223,20260301,CLI-0535,Carlos Diego,Torres Ruiz,carlos.torres@hotmail.com,,Female,C,PRD-064,SKU-HOG-064,Producto Decoracion 64,Hogar,Decoracion,107.81,9,198.43,1785.87,Paypal
TRX-108126,20250630,20250709,CLI-0476,Laura Javier,Lopez Torres,lauralopez@hotmail.com,ES,F,C,PRD-066,SKU-DEP-066,Producto Calzado 66,Deporte,Calzado,163.68,3,263.69,791.07,Paypal
TRX-101986,04/10/2025,20251006,CLI-0127,Miguel,Gonzalez Perez,mgonzalez@empresa.com,ES,n/a,C,PRD-039,SKU-ELE-039,Producto Smartphones 39,Electronica,Smartphones,136.75,9,294.87,2653.83,Efectivo
TRX-108847,20260412,20260413,CLI-0205,Elena Javier,Diaz Ruiz,elenadiaz88@empresa.com,Mexico,F,Soltero,PRD-077,SKU-HOG-077,Producto Decoracion 77,Hogar,Decoracion,30.1,2,43.49,86.98,Tarjeta
TRX-108840,20250903,20250913,CLI-0082,Daniel Jorge,Martinez Flores,dmartinez@gmail.com,Estados Unidos,Female,Casado,PRD-029,SKU-ELE-029,Producto Laptops 29,Electronica,Laptops,191.94,8,443.04,3544.32,Transferencia
TRX-102109,20250321,20250323,CLI-0149,Rosa,Torres Martinez,rosatorres@empresa.com,MX,F,C,PRD-072,SKU-DEP-072,Producto Calzado 72,Deporte,Calzado,107.98,14,131.67,1843.38,Tarjeta
TRX-100786,20260816,20260819,CLI-0240,Alejandro Diego,Gomez Cruz,alejandrogomez@gmail.com,US,F,S,PRD-066,SKU-DEP-066,Producto Calzado 66,Deporte,Calzado,163.68,6,202.74,1216.44,Transferencia
TRX-104786,20260212,20260219,CLI-0264,Ana Diego,Diaz Suarez,anadiaz@outlook.com,USA,F,S,PRD-078,SKU-ELE-078,Producto Smartphones 78,Electronica,Smartphones,198.57,10,249.56,2495.6,Efectivo
TRX-109450,20250608,20250609,CLI-0415,Laura,Torres Romero,lauratorres@empresa.com,,M,C,PRD-073,SKU-ELE-073,Producto Smartphones 73,Electronica,Smartphones,194.69,6,341.67,2050.02,Efectivo
TRX-109872,14/05/2025,20250524,CLI-0400,Carmen,Cruz Flores,carmencruz@hotmail.com,Espana,F,C,PRD-068,SKU-HOG-068,Producto Decoracion 68,Hogar,Decoracion,145.32,13,195.74,2544.62,Transferencia
TRX-100410,12/06/2026,20260618,CLI-0188,Juan,Sanchez Alvarez,jsanchez@outlook.com,CO,Male,C,PRD-067,SKU-ELE-067,Producto Audio 67,Electronica,Audio,19.97,-2,38.66,-77.32,Paypal
TRX-106549,20250803,20250810,CLI-0145,Marta Rosa,Cruz Lopez,martacruz93@hotmail.com,Colombia,Female,S,PRD-072,SKU-DEP-072,Producto Calzado 72,Deporte,Calzado,107.98,11,256.69,0.0,Transferencia
TRX-109853,20250516,20250523,CLI-0550,Fernando Pedro,Perez Ruiz,fernandoperez@empresa.com,Mexico,Female,C,PRD-061,SKU-ELE-061,Producto Smartphones 61,Electronica,Smartphones,146.29,11,190.63,2096.93,Tarjeta
TRX-102765,20260813,,CLI-0256,Daniel Diego,Perez Gomez,danielperez@yahoo.com,ES,n/a,Soltero,PRD-047,SKU-HOG-047,Producto Iluminacion 47,Hogar,Iluminacion,190.85,7,380.25,2661.75,Paypal
TRX-102189,20260401,20260402,CLI-0497,Ana,Suarez Ruiz,anasuarez80@empresa.com,USA,Male,S,PRD-027,SKU-HOG-027,Producto Muebles 27,Hogar,Muebles,29.13,14,38.27,535.78,Transferencia
TRX-101737,20260830,,CLI-0372,Miguel,Romero Gomez,miguelromero@empresa.com,CO,M,Soltero,PRD-012,SKU-HOG-012,Producto Muebles 12,Hogar,Muebles,14.17,11,30.88,339.68,Transferencia
TRX-101098,03/08/2025,20250813,CLI-0030,Luis Lucia,Rodriguez Alvarez,luisrodriguez86@outlook.com,Espana,n/a,S,PRD-037,SKU-ELE-037,Producto Laptops 37,Electronica,Laptops,77.16,7,184.4,1290.8,Efectivo
TRX-102816,20260828,20260904,CLI-0581,Pedro Alejandro,Vargas Suarez,pedrovargas91@empresa.com,CO,Male,C,PRD-038,SKU-HOG-038,Producto Decoracion 38,Hogar,Decoracion,68.83,8,132.05,1056.4,Tarjeta
TRX-108041,20260210,20260215,CLI-0310,Rosa,Cruz Torres,rosacruz95@empresa.com,,Female,Soltero,PRD-017,SKU-ELE-017,Producto Smartphones 17,Electronica,Smartphones,152.07,1,280.9,280.9,Efectivo
TRX-109958,20250419,20250429,CLI-0234,Diego,Romero Ramirez,diegoromero92@gmail.com,Espana,Female,Casado,PRD-062,SKU-HOG-062,Producto Muebles 62,Hogar,Muebles,13.56,5,26.02,130.1,Tarjeta
TRX-109446,20260711,20260712,CLI-0562,Rosa,Garcia Ramirez,rgarcia@yahoo.com,Mexico,Female,Soltero,PRD-020,SKU-HOG-020,Producto Decoracion 20,Hogar,Decoracion,154.0,11,360.83,3969.13,Efectivo
TRX-109298,20251003,20251010,CLI-0087,Maria Laura,Garcia Vargas,mgarcia@hotmail.com,US,M,S,PRD-067,SKU-ELE-067,Producto Audio 67,Electronica,Audio,19.97,14,26.28,367.92,Tarjeta
TRX-107873,20250316,20250317,CLI-0210,Maria Marta,Perez Ruiz,maria.perez@yahoo.com,CO,M,S,PRD-025,SKU-ELE-025,Producto Laptops 25,Electronica,Laptops,34.94,5,86.8,434.0,Transferencia
TRX-104409,20260531,20260602,CLI-0222,Sofia,Vargas Sanchez,svargas@empresa.com,USA,M,S,PRD-026,SKU-ELE-026,Producto Smartphones 26,Electronica,Smartphones,146.75,3,274.24,822.72,Efectivo
TRX-108108,28/04/2025,20250506,CLI-0280,Carmen Laura,Rodriguez Diaz,carmen.rodriguez@hotmail.com,Espana,F,S,PRD-039,SKU-ELE-039,Producto Smartphones 39,Electronica,Smartphones,136.75,13,233.8,3039.4,Paypal
TRX-104585,20250117,20250126,CLI-0087,Maria Laura,Garcia Vargas,mgarcia@hotmail.com,US,M,S,PRD-071,SKU-ELE-071,Producto Audio 71,Electronica,Audio,78.61,2,191.86,383.72,Tarjeta
TRX-108729,20250822,20250826,CLI-0553,Javier,Ruiz Gomez,javierruiz89@hotmail.com,,Male,C,PRD-064,SKU-HOG-064,Producto Decoracion 64,Hogar,Decoracion,107.81,7,152.62,0.0,Paypal
TRX-108524,08/08/2026,,CLI-0409,Miguel Javier,Torres Martinez,miguel.torres@outlook.com,Mexico,Male,C,PRD-049,SKU-DEP-049,Producto Ropa 49,Deporte,Ropa,188.34,13,374.25,4865.25,Tarjeta
TRX-105884,20251228,20251231,CLI-0505,Sofia Javier,Vargas Rodriguez,sofiavargas@hotmail.com,Colombia,Male,C,PRD-074,SKU-DEP-074,Producto Accesorios 74,Deporte,Accesorios,195.28,7,249.79,1748.53,Transferencia
TRX-102883,20260410,20260415,CLI-0020,Lucia Jorge,Flores Lopez,luciaflores@empresa.com,Mexico,F,Casado,PRD-073,SKU-ELE-073,Producto Smartphones 73,Electronica,Smartphones,194.69,13,379.75,4936.75,Efectivo
TRX-104635,20260415,20260421,CLI-0293,Marta Carmen,Gonzalez Ramirez,martagonzalez74@yahoo.com,Espana,F,Soltero,PRD-024,SKU-DEP-024,Producto Ropa 24,Deporte,Ropa,57.74,7,89.25,624.75,Paypal
TRX-104417,20260602,20260612,CLI-0273,Diego Maria,Romero Flores,diego.romero@empresa.com,USA,M,S,PRD-015,SKU-HOG-015,Producto Decoracion 15,Hogar,Decoracion,119.15,12,195.68,2348.16,Paypal
TRX-108744,20250412,20250421,CLI-0169,Jorge Carlos,Rodriguez Cruz,jrodriguez@gmail.com,US,F,C,PRD-076,SKU-HOG-076,Producto Iluminacion 76,Hogar,Iluminacion,186.77,2,308.83,617.66,Efectivo
TRX-104041,20251106,20251114,CLI-0035,Carlos,Romero Suarez,cromero@empresa.com,Mexico,F,Casado,PRD-066,SKU-DEP-066,Producto Calzado 66,Deporte,Calzado,163.68,3,231.12,693.36,Paypal
